Product_ID,SKU,Product_Name,Category,Subcategory,Brand,Manufacturer,Unit,Unit_Cost,Reorder_Level,Safety_Stock,Shelf_Life_Months,Storage_Type,Critical_Item,Disposable
P0413,SKU-00413,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,386.49,92,65,24,Room Temperature,No,Yes
P0414,SKU-00414,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,11.34,94,47,12,Room Temperature,No,Yes
P0415,SKU-00415,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,17.42,105,74,60,Room Temperature,No,Yes
P0416,SKU-00416,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,109.84,72,93,36,Room Temperature,Yes,Yes
P0417,SKU-00417,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,214631.69,104,34,0,Equipment Room,No,No
P0418,SKU-00418,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,15.7,170,91,24,Room Temperature,No,Yes
P0419,SKU-00419,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1584.22,122,80,12,Room Temperature,No,Yes
P0420,SKU-00420,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,245442.26,32,61,0,Equipment Room,Yes,No
P0421,SKU-00421,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,48.68,68,70,12,Room Temperature,Yes,Yes
P0422,SKU-00422,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,16489758.6,35,74,0,Equipment Room,No,No
P0423,SKU-00423,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1295262.13,177,28,0,Equipment Room,Yes,No
P0424,SKU-00424,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,58.79,74,15,12,Pharmacy,No,Yes
P0425,SKU-00425,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,56.18,45,94,24,Pharmacy,No,Yes
P0426,SKU-00426,Latex Gloves,PPE,Gloves,Medline,Medline,Box,814.98,45,93,60,Room Temperature,No,Yes
P0427,SKU-00427,Surgical Mask,PPE,Masks,3M,3M,Box,484.43,99,81,24,Room Temperature,No,Yes
P0428,SKU-00428,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,114.5,67,63,36,Pharmacy,No,Yes
P0429,SKU-00429,Surgical Mask,PPE,Masks,3M,3M,Box,459.24,164,92,60,Room Temperature,No,Yes
P0430,SKU-00430,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,19007877.81,33,73,0,Equipment Room,No,No
P0431,SKU-00431,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,12832310.39,50,63,0,Equipment Room,No,No
P0432,SKU-00432,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,15435682.12,123,67,0,Equipment Room,No,No
P0433,SKU-00433,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,814.13,172,85,60,Room Temperature,No,Yes
P0434,SKU-00434,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,78.75,125,80,60,Pharmacy,No,Yes
P0435,SKU-00435,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,882.92,74,29,60,Room Temperature,No,Yes
P0436,SKU-00436,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,16.01,22,97,12,Pharmacy,No,Yes
P0437,SKU-00437,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,22.91,75,25,12,Pharmacy,No,Yes
P0438,SKU-00438,Latex Gloves,PPE,Gloves,Medline,Medline,Box,557.02,165,41,36,Room Temperature,No,Yes
P0439,SKU-00439,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,204704.76,67,16,0,Equipment Room,No,No
P0440,SKU-00440,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,16.61,41,47,24,Room Temperature,No,Yes
P0441,SKU-00441,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,51.24,137,95,60,Pharmacy,No,Yes
P0442,SKU-00442,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,113.08,28,11,12,Room Temperature,Yes,Yes
P0443,SKU-00443,Surgical Mask,PPE,Masks,3M,3M,Box,307.36,119,49,12,Room Temperature,No,Yes
P0444,SKU-00444,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,98.36,144,87,24,Room Temperature,Yes,Yes
P0445,SKU-00445,Surgical Mask,PPE,Masks,3M,3M,Box,458.14,140,96,60,Room Temperature,No,Yes
P0446,SKU-00446,Latex Gloves,PPE,Gloves,Medline,Medline,Box,344.19,112,92,12,Room Temperature,No,Yes
P0447,SKU-00447,Latex Gloves,PPE,Gloves,Medline,Medline,Box,659.31,142,59,60,Room Temperature,No,Yes
P0448,SKU-00448,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,503.81,165,52,36,Room Temperature,No,Yes
P0449,SKU-00449,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,62.39,175,11,36,Room Temperature,Yes,Yes
P0450,SKU-00450,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,8.02,169,64,36,Room Temperature,No,Yes
P0451,SKU-00451,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,42.6,174,39,60,Room Temperature,Yes,Yes
P0452,SKU-00452,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,353.07,102,43,12,Room Temperature,No,Yes
P0453,SKU-00453,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,73.8,93,28,12,Room Temperature,Yes,Yes
P0454,SKU-00454,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,550.78,90,80,24,Room Temperature,No,Yes
P0455,SKU-00455,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,65.51,108,78,60,Pharmacy,No,Yes
P0456,SKU-00456,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1339.98,117,35,60,Room Temperature,No,Yes
P0457,SKU-00457,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,487.58,99,87,24,Room Temperature,No,Yes
P0458,SKU-00458,Surgical Mask,PPE,Masks,3M,3M,Box,638.83,72,42,60,Room Temperature,No,Yes
P0459,SKU-00459,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,16267003.64,118,68,0,Equipment Room,No,No
P0460,SKU-00460,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,614011.28,110,18,0,Equipment Room,Yes,No
P0461,SKU-00461,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,43.89,153,51,36,Room Temperature,Yes,Yes
P0462,SKU-00462,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,166048.68,71,34,0,Equipment Room,No,No
P0463,SKU-00463,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,31.54,199,47,24,Room Temperature,Yes,Yes
P0464,SKU-00464,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,13.67,123,76,36,Room Temperature,No,Yes
P0465,SKU-00465,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,7.98,146,57,12,Room Temperature,No,Yes
P0466,SKU-00466,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,7.12,40,29,60,Room Temperature,No,Yes
P0467,SKU-00467,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,13.96,91,76,36,Room Temperature,No,Yes
P0468,SKU-00468,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,5308551.61,28,36,0,Equipment Room,No,No
P0469,SKU-00469,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,22.32,170,82,60,Room Temperature,No,Yes
P0470,SKU-00470,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,35.7,129,22,36,Room Temperature,Yes,Yes
P0471,SKU-00471,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,210432.32,175,26,0,Equipment Room,No,No
P0472,SKU-00472,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,107.5,71,33,36,Room Temperature,Yes,Yes
P0473,SKU-00473,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,139240.97,33,14,0,Equipment Room,Yes,No
P0474,SKU-00474,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,980523.29,200,68,0,Equipment Room,Yes,No
P0475,SKU-00475,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,241024.86,36,86,0,Equipment Room,No,No
P0476,SKU-00476,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,40.83,200,21,12,Pharmacy,No,Yes
P0477,SKU-00477,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,65.5,184,21,24,Room Temperature,Yes,Yes
P0478,SKU-00478,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,47.92,134,30,24,Pharmacy,No,Yes
P0479,SKU-00479,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,19.49,64,14,24,Room Temperature,No,Yes
P0480,SKU-00480,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,115.29,161,13,12,Room Temperature,Yes,Yes
P0481,SKU-00481,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,23.38,151,100,36,Room Temperature,No,Yes
P0482,SKU-00482,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,211.67,34,22,60,Pharmacy,No,Yes
P0483,SKU-00483,Latex Gloves,PPE,Gloves,Medline,Medline,Box,456.49,70,96,12,Room Temperature,No,Yes
P0484,SKU-00484,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,124.7,187,23,60,Pharmacy,No,Yes
P0485,SKU-00485,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,135066.13,85,59,0,Equipment Room,No,No
P0486,SKU-00486,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1174.98,63,66,60,Room Temperature,No,Yes
P0487,SKU-00487,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,68.45,139,34,12,Room Temperature,Yes,Yes
P0488,SKU-00488,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,166.21,39,89,24,Room Temperature,No,Yes
P0489,SKU-00489,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,12.46,134,22,24,Room Temperature,No,Yes
P0490,SKU-00490,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,313717.34,180,19,0,Equipment Room,Yes,No
P0491,SKU-00491,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,245292.92,102,39,0,Equipment Room,No,No
P0492,SKU-00492,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,99653.77,113,28,0,Equipment Room,No,No
P0493,SKU-00493,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,8.32,66,67,12,Room Temperature,No,Yes
P0494,SKU-00494,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1656112.07,132,29,0,Equipment Room,Yes,No
P0495,SKU-00495,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,73.46,59,13,24,Room Temperature,Yes,Yes
P0496,SKU-00496,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,85.68,105,31,36,Room Temperature,Yes,Yes
P0497,SKU-00497,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,79.28,136,71,36,Room Temperature,Yes,Yes
P0498,SKU-00498,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,953.37,181,95,12,Room Temperature,No,Yes
P0499,SKU-00499,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,53.6,50,42,36,Room Temperature,Yes,Yes
P0500,SKU-00500,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,240.73,130,43,36,Room Temperature,No,Yes
